"id","psis_code","psis_name","odef_v2_1_name","education_data_name","ref_date","start_date","end_date","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","gender","value","facility_type","unit","street_no","street_name","city","prov_terr","postal_code","latitude","longitude","geom"
"30713074","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services [11.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","174.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713075","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services [11.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","30.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713076","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services [11.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Gender unknown","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713198","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services [11.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","9.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713199","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services [11.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713358","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services, general [11.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713359","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer and information sciences and support services, general [11.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","0.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713522","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer programming [11.02]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","12.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713523","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer programming [11.02]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713730","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer science [11.07]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","144.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713731","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer science [11.07]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","27.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713732","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer science [11.07]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Gender unknown","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713854","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer science [11.07]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","9.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30713855","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Computer science [11.07]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714038","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Post-baccalaureate non-graduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","39.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714039","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Post-baccalaureate non-graduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","117.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714110","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","69.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714111","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","213.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714214","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Graduate program (third cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714215","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education [13.]","Graduate program (third cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","6.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714366","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Curriculum and instruction [13.03]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714367","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Curriculum and instruction [13.03]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","36.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714542","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Educational administration and supervision [13.04]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","24.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714543","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Educational administration and supervision [13.04]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","33.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714694","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Social and philosophical foundations of education [13.09]","Graduate program (third cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714695","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Social and philosophical foundations of education [13.09]","Graduate program (third cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","6.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714830","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Student counselling and personnel services [13.11]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","12.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714831","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Student counselling and personnel services [13.11]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","66.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30718151","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Mathematics [27.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","30.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714974","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Teacher education and professional development, specific levels and methods [13.12]","Post-baccalaureate non-graduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","39.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30714975","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Teacher education and professional development, specific levels and methods [13.12]","Post-baccalaureate non-graduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","117.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715126","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education, other [13.99]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","12.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715127","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Education, other [13.99]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","81.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715294","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Engineering [14.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","45.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715295","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Engineering [14.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715470","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","General engineering [14.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","45.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715471","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","General engineering [14.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715646","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Indigenous and foreign languages, literatures, and linguistics [16.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","9.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715647","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Indigenous and foreign languages, literatures, and linguistics [16.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","9.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715766","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Germanic languages, literatures and linguistics [16.05]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715846","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Romance languages, literatures and linguistics [16.09]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","0.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715847","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Romance languages, literatures and linguistics [16.09]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715958","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Classics and classical languages, literatures and linguistics [16.12]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30715959","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Classics and classical languages, literatures and linguistics [16.12]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716054","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Second language learning [16.17]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","0.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716174","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Family and consumer sciences/human sciences [19.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","33.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716175","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Family and consumer sciences/human sciences [19.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","45.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716262","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Family and consumer sciences/human sciences [19.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716263","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Family and consumer sciences/human sciences [19.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716430","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Human development, family studies and related services [19.07]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","33.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716431","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Human development, family studies and related services [19.07]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","45.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716518","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Human development, family studies and related services [19.07]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716519","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","Human development, family studies and related services [19.07]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","3.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716702","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","English language and literature/letters [23.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716703","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","English language and literature/letters [23.]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","75.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716798","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","English language and literature/letters [23.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","0.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716799","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","English language and literature/letters [23.]","Graduate program (second cycle)","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Woman","6.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
"30716982","12001000","Acadia University—Parent Institution","Acadia University","Acadia University, Nova Scotia","2018/2019","2018-09-01","2019-08-31","English language and literature, general [23.01]","Undergraduate program","Total, credential type","Total, institution type","Total, registration status","Total, status of student in Canada","Man","15.0","University",NULL,"15","university avenue","Wolfville","NS","B4P2R6","45.08928002","-64.36815763","0101000020E6100000DD2705E58F1750C0090B17876D8B4640"
